"U:0","U:1","U:2","S:0","S:1","S:2","S:3","S:4","S:5","S:6","S:7","S:8","S:9","ERROR","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.020619,-0.023863,6.7763e-21,8.9758,93.879,-0.30359,-0.0082396,-1.3553e-20,0,89.914,-0.30367,8.9758,93.879,2.2969,1,5.588,56.388,0,0
0.020609,-0.023803,1.3553e-20,9.1192,93.433,-0.30153,-0.0082216,1.3553e-20,-4.3368e-19,89.407,-0.3016,9.1193,93.433,2.2926,1,5.6896,56.49,0,0
0.020599,-0.023743,5.0822e-21,9.2626,92.987,-0.29946,-0.0082036,4.0658e-20,2.6021e-18,88.9,-0.29953,9.2627,92.987,2.2884,1,5.7912,56.591,0,0
0.020589,-0.023683,5.0822e-21,9.406,92.541,-0.29739,-0.0081856,-6.7763e-21,2.1684e-19,88.393,-0.29746,9.4061,92.541,2.2842,1,5.8928,56.693,0,0
0.020579,-0.023623,-1.1435e-20,9.5494,92.095,-0.29532,-0.0081676,-6.7763e-21,-1.8431e-18,87.886,-0.29539,9.5495,92.095,2.28,1,5.9944,56.794,0,0
0.02057,-0.023563,9.2182e-22,9.6929,91.649,-0.29326,-0.0081495,-8.2529e-21,3.2159e-19,87.379,-0.29332,9.6929,91.649,2.2757,1,6.096,56.896,0,0
0.020562,-0.023503,0,9.8072,91.248,-0.29055,-0.0079848,0,0,86.934,-0.2906,9.8072,91.248,2.2744,1,6.1976,56.998,0,0
0.020555,-0.023443,6.7763e-21,9.9215,90.847,-0.28784,-0.0078201,0,0,86.488,-0.28789,9.9216,90.847,2.2731,1,6.2992,57.099,0,0
0.020548,-0.023383,0,10.036,90.446,-0.28512,-0.0076554,0,1.7347e-18,86.043,-0.28518,10.036,90.446,2.2718,1,6.4008,57.201,0,0
0.02054,-0.023323,-6.7763e-21,10.15,90.045,-0.28241,-0.0074907,0,0,85.598,-0.28247,10.15,90.045,2.2705,1,6.5024,57.302,0,0
0.020533,-0.023263,1.3553e-20,10.265,89.644,-0.2797,-0.007326,2.7105e-20,-1.7347e-18,85.153,-0.27975,10.265,89.644,2.2692,1,6.604,57.404,0,0
0.020526,-0.023203,0,10.379,89.243,-0.27699,-0.0071613,2.7105e-20,-1.7347e-18,84.708,-0.27704,10.379,89.243,2.2679,1,6.7056,57.506,0,0
0.020518,-0.023143,0,10.493,88.842,-0.27428,-0.0069966,-1.3553e-20,0,84.263,-0.27433,10.493,88.842,2.2666,1,6.8072,57.607,0,0
0.020511,-0.023083,0,10.608,88.441,-0.27157,-0.0068319,-2.7105e-20,0,83.818,-0.27162,10.608,88.441,2.2653,1,6.9088,57.709,0,0
0.020503,-0.023023,-6.7763e-21,10.722,88.04,-0.26886,-0.0066673,-1.3553e-20,8.6736e-19,83.372,-0.2689,10.722,88.04,2.264,1,7.0104,57.81,0,0
