"U:0","U:1","U:2","S:0","S:1","S:2","S:3","S:4","S:5","S:6","S:7","S:8","S:9","ERROR","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.00037674,3.3482e-09,-2.321e-05,-0.14073,2.4073,-1.4866e-06,-0.0010948,1.0037e-14,-1.2852e-13,2.4807,-0.14073,-1.4866e-06,2.4073,1.0009,1,7.5,32.5,0,5
0.00037644,3.8857e-09,-2.321e-05,-0.13546,2.402,-1.4346e-06,-0.0010997,7.9568e-15,-1.2861e-13,2.4725,-0.13449,-0.00097153,2.402,0.99684,1,7.575,32.575,0,5
0.00037615,3.8653e-09,-2.321e-05,-0.13022,2.3968,-1.382e-06,-0.0011008,5.8929e-15,-1.2851e-13,2.4645,-0.1284,-0.0018159,2.3968,0.99275,1,7.65,32.65,0,5
0.00037585,3.8451e-09,-2.321e-05,-0.12497,2.3915,-1.3294e-06,-0.0011019,3.8421e-15,-1.2822e-13,2.4564,-0.12244,-0.0025366,2.3915,0.98867,1,7.725,32.725,0,5
0.00037556,3.825e-09,-2.321e-05,-0.11973,2.3863,-1.2766e-06,-0.0011029,1.8042e-15,-1.2775e-13,2.4483,-0.1166,-0.0031337,2.3863,0.98458,1,7.8,32.8,0,5
0.00037527,3.8051e-09,-2.321e-05,-0.11448,2.3811,-1.2236e-06,-0.0011039,-2.2076e-16,-1.2709e-13,2.4403,-0.11088,-0.0036072,2.3811,0.9805,1,7.875,32.875,0,5
0.00037498,3.7852e-09,-2.321e-05,-0.10924,2.3758,-1.1705e-06,-0.0011047,-2.2327e-15,-1.2624e-13,2.4322,-0.10528,-0.0039572,2.3758,0.97641,1,7.95,32.95,0,5
0.00037469,3.7655e-09,-2.321e-05,-0.10399,2.3706,-1.1173e-06,-0.0011055,-4.2317e-15,-1.2521e-13,2.4242,-0.099809,-0.0041835,2.3706,0.97233,1,8.025,33.025,0,5
0.00037441,3.7459e-09,-2.321e-05,-0.098745,2.3653,-1.0639e-06,-0.0011063,-6.2176e-15,-1.24e-13,2.4162,-0.09446,-0.0042862,2.3653,0.96825,1,8.1,33.1,0,5
0.00037413,3.7265e-09,-2.321e-05,-0.093498,2.3601,-1.0103e-06,-0.0011069,-8.1906e-15,-1.226e-13,2.4082,-0.089234,-0.0042653,2.3601,0.96416,1,8.175,33.175,0,5
0.00037385,3.7072e-09,-2.321e-05,-0.08825,2.3548,-9.5666e-07,-0.0011075,-1.0151e-14,-1.2102e-13,2.4001,-0.08413,-0.0041209,2.3548,0.96008,1,8.25,33.25,0,5
0.00037358,3.688e-09,-2.321e-05,-0.083001,2.3496,-9.0284e-07,-0.001108,-1.2098e-14,-1.1926e-13,2.3921,-0.07915,-0.0038528,2.3496,0.95599,1,8.325,33.325,0,5
0.0003733,3.6689e-09,-2.321e-05,-0.077753,2.3443,-8.4888e-07,-0.0011085,-1.4032e-14,-1.173e-13,2.3841,-0.074293,-0.0034611,2.3443,0.95191,1,8.4,33.4,0,5
